Internship_ID,Company,Role,Location,Stipend,Required_Skills,Description
INT_5653,NextLevel Tech,Full Stack Developer,Hyderabad,15000,"Node.js, MongoDB, JavaScript, Git","Join NextLevel Tech as a Full Stack Developer. We need expertise in Node.js, MongoDB."
INT_5654,InnovateX,UI/UX Designer,Pune,12000,"HTML, Figma, User Research, Adobe XD, Wireframing","Join InnovateX as a UI/UX Designer. We need expertise in HTML, Figma."
INT_5655,Aether Dynamics,Data Scientist,Noida,12000,"Pandas, TensorFlow, NumPy, Tableau","Join Aether Dynamics as a Data Scientist. We need expertise in Pandas, TensorFlow."
INT_5656,PrimeLogic,Mobile App Developer,Pune,12000,"Java, Flutter, iOS Development, React Native, Swift","Join PrimeLogic as a Mobile App Developer. We need expertise in Java, Flutter."
INT_5657,BlueWave,Mobile App Developer,Gurgaon,12000,"Java, Flutter, React Native, iOS Development","Join BlueWave as a Mobile App Developer. We need expertise in Java, Flutter."
INT_5658,Nexus Solutions,System Administrator,Indore,8000,"Virtualization, AWS, Windows Server","Join Nexus Solutions as a System Administrator. We need expertise in Virtualization, AWS."
INT_5659,DeepDive Data,QA Engineer,Delhi,10000,"SQL, Manual Testing, Java, Automation Testing","Join DeepDive Data as a QA Engineer. We need expertise in SQL, Manual Testing."
INT_5660,Global Connect,UI/UX Designer,Indore,10000,"User Research, Adobe XD, Wireframing, CSS","Join Global Connect as a UI/UX Designer. We need expertise in User Research, Adobe XD."
INT_5661,Vertex Global,Data Scientist,Mumbai,8000,"Python, SQL, Pandas","Join Vertex Global as a Data Scientist. We need expertise in Python, SQL."
INT_5662,Global Connect,Frontend Developer,Chennai,20000,"Vue.js, TypeScript, CSS, HTML, Redux","Join Global Connect as a Frontend Developer. We need expertise in Vue.js, TypeScript."
INT_5663,Novus Tech,Software Engineer,Remote,25000,"Data Structures, SQL, Git","Join Novus Tech as a Software Engineer. We need expertise in Data Structures, SQL."
INT_5664,PrimeLogic,Backend Developer,Remote,25000,"SQL, Node.js, Express.js, Java","Join PrimeLogic as a Backend Developer. We need expertise in SQL, Node.js."
INT_5665,CloudNet,Frontend Developer,Indore,25000,"Redux, HTML, React, JavaScript, Angular","Join CloudNet as a Frontend Developer. We need expertise in Redux, HTML."
INT_5666,Equinox Labs,Data Analyst,Noida,12000,"Python, Data Science, Excel","Join Equinox Labs as a Data Analyst. We need expertise in Python, Data Science."
INT_5667,Global Connect,Product Manager,Pune,5000,"JIRA, Product Management, Communication","Join Global Connect as a Product Manager. We need expertise in JIRA, Product Management."
INT_5668,Helios Data,Software Engineer,Gurgaon,Unpaid,"Java, SQL, Data Structures, System Design","Join Helios Data as a Software Engineer. We need expertise in Java, SQL."
INT_5669,Bright Ideas,Backend Developer,Indore,15000,"Spring Boot, Flask, Node.js, PostgreSQL","Join Bright Ideas as a Backend Developer. We need expertise in Spring Boot, Flask."
INT_5670,Zenith AI,Machine Learning Engineer,Noida,8000,"PyTorch, Machine Learning, Docker, MLOps","Join Zenith AI as a Machine Learning Engineer. We need expertise in PyTorch, Machine Learning."
INT_5671,LogicGate,Product Manager,Chennai,25000,"Roadmapping, SQL, Data Analysis, Communication","Join LogicGate as a Product Manager. We need expertise in Roadmapping, SQL."
INT_5672,Helios Data,Backend Developer,Bangalore,8000,"Node.js, API Design, PostgreSQL","Join Helios Data as a Backend Developer. We need expertise in Node.js, API Design."
INT_5673,AlphaTech,Full Stack Developer,Hyderabad,8000,"JavaScript, SQL, React","Join AlphaTech as a Full Stack Developer. We need expertise in JavaScript, SQL."
INT_5674,DeepDive Data,System Administrator,Gurgaon,15000,"Azure, Windows Server, Networking, AWS, Linux","Join DeepDive Data as a System Administrator. We need expertise in Azure, Windows Server."
INT_5675,Zenith AI,Product Manager,Bangalore,25000,"SQL, JIRA, Communication, Product Management, Data Analysis","Join Zenith AI as a Product Manager. We need expertise in SQL, JIRA."
INT_5676,Stellar Code,Full Stack Developer,Gurgaon,12000,"HTML, Git, Express.js, MongoDB","Join Stellar Code as a Full Stack Developer. We need expertise in HTML, Git."
INT_5677,DataMinds,Data Analyst,Pune,Unpaid,"Power BI, Excel, R, Statistics","Join DataMinds as a Data Analyst. We need expertise in Power BI, Excel."
INT_5678,Sierra Logic,DevOps Engineer,Noida,Unpaid,"Docker, Azure, Kubernetes, AWS, Git","Join Sierra Logic as a DevOps Engineer. We need expertise in Docker, Azure."
INT_5679,Pioneer Soft,Full Stack Developer,Bangalore,10000,"Git, MongoDB, JavaScript, Node.js, React","Join Pioneer Soft as a Full Stack Developer. We need expertise in Git, MongoDB."
INT_5680,TechSol,Frontend Developer,Indore,5000,"JavaScript, React, TypeScript, Tailwind CSS, Angular","Join TechSol as a Frontend Developer. We need expertise in JavaScript, React."
INT_5681,Summit Digital,Backend Developer,Pune,12000,"PostgreSQL, Node.js, Django, NoSQL","Join Summit Digital as a Backend Developer. We need expertise in PostgreSQL, Node.js."
INT_5682,CyberDyne,Machine Learning Engineer,Gurgaon,20000,"Python, MLOps, PyTorch, Docker, Machine Learning","Join CyberDyne as a Machine Learning Engineer. We need expertise in Python, MLOps."
INT_5683,ClearView Tech,System Administrator,Remote,20000,"Virtualization, Azure, Linux, AWS, Bash","Join ClearView Tech as a System Administrator. We need expertise in Virtualization, Azure."
INT_5684,DataMinds,Mobile App Developer,Mumbai,25000,"Kotlin, React Native, iOS Development, Swift, Java","Join DataMinds as a Mobile App Developer. We need expertise in Kotlin, React Native."
INT_5685,Polaris Solutions,System Administrator,Pune,20000,"Networking, Linux, Windows Server, Virtualization, Azure","Join Polaris Solutions as a System Administrator. We need expertise in Networking, Linux."
INT_5686,CoreSystems,Product Manager,Indore,10000,"Product Management, JIRA, SQL, Roadmapping, Communication","Join CoreSystems as a Product Manager. We need expertise in Product Management, JIRA."
INT_5687,Smart Solutions,Data Scientist,Noida,8000,"SQL, Python, Tableau","Join Smart Solutions as a Data Scientist. We need expertise in SQL, Python."
INT_5688,Vanguard Data,Mobile App Developer,Indore,15000,"iOS Development, Swift, Kotlin, Android Studio","Join Vanguard Data as a Mobile App Developer. We need expertise in iOS Development, Swift."
INT_5689,Horizon Tech,Product Manager,Delhi,Unpaid,"Roadmapping, SQL, Agile","Join Horizon Tech as a Product Manager. We need expertise in Roadmapping, SQL."
INT_5690,ByteWorks,Backend Developer,Bangalore,10000,"Django, MongoDB, PostgreSQL","Join ByteWorks as a Backend Developer. We need expertise in Django, MongoDB."
INT_5691,Stellar Code,Frontend Developer,Hyderabad,15000,"Tailwind CSS, Angular, JavaScript","Join Stellar Code as a Frontend Developer. We need expertise in Tailwind CSS, Angular."
INT_5692,Zenith AI,QA Engineer,Gurgaon,20000,"JIRA, Manual Testing, SQL","Join Zenith AI as a QA Engineer. We need expertise in JIRA, Manual Testing."
INT_5693,AlphaTech,QA Engineer,Delhi,20000,"Selenium, Java, Python","Join AlphaTech as a QA Engineer. We need expertise in Selenium, Java."
INT_5694,Nebula Data,System Administrator,Bangalore,12000,"Bash, Networking, Azure","Join Nebula Data as a System Administrator. We need expertise in Bash, Networking."
INT_5695,Zenith AI,DevOps Engineer,Noida,5000,"Git, Azure, Bash Scripting, Linux","Join Zenith AI as a DevOps Engineer. We need expertise in Git, Azure."
INT_5696,Nebula Data,UI/UX Designer,Noida,12000,"CSS, Figma, HTML, Prototyping","Join Nebula Data as a UI/UX Designer. We need expertise in CSS, Figma."
INT_5697,CyberDyne,Mobile App Developer,Remote,Unpaid,"iOS Development, Java, Swift, React Native","Join CyberDyne as a Mobile App Developer. We need expertise in iOS Development, Java."
INT_5698,BlueWave,Mobile App Developer,Mumbai,8000,"React Native, Android Studio, Kotlin, Java","Join BlueWave as a Mobile App Developer. We need expertise in React Native, Android Studio."
INT_5699,Solstice Tech,Product Manager,Gurgaon,15000,"Data Analysis, Product Management, Communication, Agile","Join Solstice Tech as a Product Manager. We need expertise in Data Analysis, Product Management."
INT_5700,FastTrack Soft,Machine Learning Engineer,Gurgaon,8000,"Deep Learning, Machine Learning, TensorFlow, PyTorch","Join FastTrack Soft as a Machine Learning Engineer. We need expertise in Deep Learning, Machine Learning."
INT_5701,DataMinds,UI/UX Designer,Noida,25000,"Adobe XD, User Research, Sketch, HTML, Figma","Join DataMinds as a UI/UX Designer. We need expertise in Adobe XD, User Research."
INT_5702,DeepDive Data,Frontend Developer,Bangalore,Unpaid,"CSS, Vue.js, Tailwind CSS, Angular, Redux","Join DeepDive Data as a Frontend Developer. We need expertise in CSS, Vue.js."
INT_5703,CoreSystems,DevOps Engineer,Indore,12000,"Linux, Bash Scripting, Docker, Azure","Join CoreSystems as a DevOps Engineer. We need expertise in Linux, Bash Scripting."
INT_5704,Echo Systems,Software Engineer,Noida,15000,"System Design, Python, Git, C++","Join Echo Systems as a Software Engineer. We need expertise in System Design, Python."
INT_5705,DeepDive Data,Frontend Developer,Hyderabad,20000,"React, HTML, Tailwind CSS","Join DeepDive Data as a Frontend Developer. We need expertise in React, HTML."
INT_5706,Nebula Data,QA Engineer,Noida,5000,"SQL, Automation Testing, Manual Testing, Java, Python","Join Nebula Data as a QA Engineer. We need expertise in SQL, Automation Testing."
INT_5707,Cosmos AI,Full Stack Developer,Gurgaon,Unpaid,"SQL, HTML, Node.js, MongoDB","Join Cosmos AI as a Full Stack Developer. We need expertise in SQL, HTML."
INT_5708,Echo Systems,Data Analyst,Chennai,Unpaid,"Power BI, Excel, Tableau, Python, Data Science","Join Echo Systems as a Data Analyst. We need expertise in Power BI, Excel."
INT_5709,ClearView Tech,Machine Learning Engineer,Noida,Unpaid,"MLOps, Docker, Python, PyTorch","Join ClearView Tech as a Machine Learning Engineer. We need expertise in MLOps, Docker."
INT_5710,Meridian Soft,Data Analyst,Gurgaon,20000,"SQL, Python, Statistics, Excel","Join Meridian Soft as a Data Analyst. We need expertise in SQL, Python."
INT_5711,Summit Digital,Product Manager,Noida,12000,"Data Analysis, Agile, Roadmapping, SQL, Product Management","Join Summit Digital as a Product Manager. We need expertise in Data Analysis, Agile."
INT_5712,LunaSys,Data Scientist,Pune,10000,"Machine Learning, Deep Learning, PyTorch, Pandas, NumPy","Join LunaSys as a Data Scientist. We need expertise in Machine Learning, Deep Learning."
INT_5713,Zenith AI,Data Analyst,Hyderabad,8000,"R, Tableau, Power BI, Excel","Join Zenith AI as a Data Analyst. We need expertise in R, Tableau."
INT_5714,Bright Ideas,Product Manager,Pune,8000,"SQL, Roadmapping, Communication, Product Management, JIRA","Join Bright Ideas as a Product Manager. We need expertise in SQL, Roadmapping."
INT_5715,ClearView Tech,Data Analyst,Remote,8000,"Data Science, SQL, Python, Excel","Join ClearView Tech as a Data Analyst. We need expertise in Data Science, SQL."
INT_5716,Nebula Data,System Administrator,Indore,10000,"Bash, Windows Server, Azure","Join Nebula Data as a System Administrator. We need expertise in Bash, Windows Server."
INT_5717,Infinity AI,DevOps Engineer,Mumbai,20000,"Azure, Linux, CI/CD, Git","Join Infinity AI as a DevOps Engineer. We need expertise in Azure, Linux."
INT_5718,NextLevel Tech,Full Stack Developer,Chennai,5000,"Git, SQL, CSS, Express.js, React","Join NextLevel Tech as a Full Stack Developer. We need expertise in Git, SQL."
INT_5719,Starlight Systems,DevOps Engineer,Mumbai,12000,"Jenkins, Git, CI/CD, Docker, Linux","Join Starlight Systems as a DevOps Engineer. We need expertise in Jenkins, Git."
INT_5720,DataMinds,Mobile App Developer,Remote,Unpaid,"Swift, Flutter, Kotlin, Java","Join DataMinds as a Mobile App Developer. We need expertise in Swift, Flutter."
INT_5721,Bright Ideas,Frontend Developer,Noida,15000,"Redux, Vue.js, React, JavaScript, HTML","Join Bright Ideas as a Frontend Developer. We need expertise in Redux, Vue.js."
INT_5722,Solstice Tech,Data Scientist,Chennai,5000,"Pandas, TensorFlow, Machine Learning, PyTorch","Join Solstice Tech as a Data Scientist. We need expertise in Pandas, TensorFlow."
INT_5723,Global Connect,UI/UX Designer,Mumbai,10000,"Sketch, HTML, CSS, Wireframing","Join Global Connect as a UI/UX Designer. We need expertise in Sketch, HTML."
INT_5724,SparkNet,Backend Developer,Mumbai,8000,"Flask, Node.js, Express.js","Join SparkNet as a Backend Developer. We need expertise in Flask, Node.js."
INT_5725,BlueWave,System Administrator,Bangalore,12000,"Virtualization, Bash, Networking","Join BlueWave as a System Administrator. We need expertise in Virtualization, Bash."
INT_5726,TechSol,DevOps Engineer,Chennai,Unpaid,"Docker, Kubernetes, CI/CD, Jenkins, Azure","Join TechSol as a DevOps Engineer. We need expertise in Docker, Kubernetes."
INT_5727,Stellar Code,DevOps Engineer,Delhi,12000,"AWS, Linux, Docker, Jenkins","Join Stellar Code as a DevOps Engineer. We need expertise in AWS, Linux."
INT_5728,DataMinds,System Administrator,Noida,15000,"Windows Server, Networking, Virtualization","Join DataMinds as a System Administrator. We need expertise in Windows Server, Networking."
INT_5729,Novus Tech,Mobile App Developer,Noida,25000,"Swift, Android Studio, Java","Join Novus Tech as a Mobile App Developer. We need expertise in Swift, Android Studio."
INT_5730,Equinox Labs,Frontend Developer,Indore,Unpaid,"Redux, Tailwind CSS, React, CSS, Vue.js","Join Equinox Labs as a Frontend Developer. We need expertise in Redux, Tailwind CSS."
INT_5731,ClearView Tech,UI/UX Designer,Indore,8000,"Wireframing, User Research, Sketch","Join ClearView Tech as a UI/UX Designer. We need expertise in Wireframing, User Research."
INT_5732,Summit Digital,Product Manager,Remote,5000,"Roadmapping, Product Management, Data Analysis, Agile","Join Summit Digital as a Product Manager. We need expertise in Roadmapping, Product Management."
INT_5733,FastTrack Soft,Product Manager,Delhi,15000,"JIRA, Agile, Product Management, Roadmapping","Join FastTrack Soft as a Product Manager. We need expertise in JIRA, Agile."
INT_5734,Helios Data,System Administrator,Chennai,Unpaid,"AWS, Windows Server, Linux, Bash","Join Helios Data as a System Administrator. We need expertise in AWS, Windows Server."
INT_5735,RapidScale,Data Scientist,Remote,8000,"TensorFlow, Scikit-learn, Python, SQL, Machine Learning","Join RapidScale as a Data Scientist. We need expertise in TensorFlow, Scikit-learn."
INT_5736,Pioneer Soft,QA Engineer,Bangalore,10000,"Python, Selenium, Java, Manual Testing, SQL","Join Pioneer Soft as a QA Engineer. We need expertise in Python, Selenium."
INT_5737,LunaSys,Machine Learning Engineer,Chennai,8000,"Deep Learning, PyTorch, Docker","Join LunaSys as a Machine Learning Engineer. We need expertise in Deep Learning, PyTorch."
INT_5738,Stellar Code,Data Scientist,Mumbai,12000,"NumPy, Tableau, Data Science, Deep Learning, Pandas","Join Stellar Code as a Data Scientist. We need expertise in NumPy, Tableau."
INT_5739,CoreSystems,System Administrator,Pune,12000,"Networking, Windows Server, AWS, Azure, Bash","Join CoreSystems as a System Administrator. We need expertise in Networking, Windows Server."
INT_5740,AlphaTech,Full Stack Developer,Gurgaon,Unpaid,"MongoDB, SQL, Node.js, JavaScript","Join AlphaTech as a Full Stack Developer. We need expertise in MongoDB, SQL."
INT_5741,Delta Force,Data Analyst,Remote,25000,"SQL, Python, Statistics, Excel","Join Delta Force as a Data Analyst. We need expertise in SQL, Python."
INT_5742,SparkNet,DevOps Engineer,Hyderabad,12000,"Azure, AWS, Jenkins, Git","Join SparkNet as a DevOps Engineer. We need expertise in Azure, AWS."
INT_5743,Vertex Global,System Administrator,Chennai,12000,"Azure, Linux, AWS, Windows Server","Join Vertex Global as a System Administrator. We need expertise in Azure, Linux."
INT_5744,Stellar Code,Data Analyst,Delhi,10000,"Tableau, Statistics, Data Science","Join Stellar Code as a Data Analyst. We need expertise in Tableau, Statistics."
INT_5745,Zenith AI,DevOps Engineer,Gurgaon,12000,"Jenkins, AWS, CI/CD, Kubernetes, Docker","Join Zenith AI as a DevOps Engineer. We need expertise in Jenkins, AWS."
INT_5746,FastTrack Soft,Backend Developer,Noida,10000,"Spring Boot, Node.js, PostgreSQL","Join FastTrack Soft as a Backend Developer. We need expertise in Spring Boot, Node.js."
INT_5747,Delta Force,UI/UX Designer,Indore,20000,"HTML, Wireframing, Sketch, Figma, CSS","Join Delta Force as a UI/UX Designer. We need expertise in HTML, Wireframing."
INT_5748,Pioneer Soft,System Administrator,Noida,12000,"Bash, Networking, Virtualization, Linux","Join Pioneer Soft as a System Administrator. We need expertise in Bash, Networking."
INT_5749,BlueWave,Mobile App Developer,Remote,5000,"Swift, Kotlin, Java, Flutter, React Native","Join BlueWave as a Mobile App Developer. We need expertise in Swift, Kotlin."
INT_5750,CloudNet,Backend Developer,Remote,25000,"PostgreSQL, Django, Express.js, Spring Boot, API Design","Join CloudNet as a Backend Developer. We need expertise in PostgreSQL, Django."
INT_5751,Universal Tech,Data Scientist,Mumbai,25000,"Pandas, Tableau, Scikit-learn, Deep Learning","Join Universal Tech as a Data Scientist. We need expertise in Pandas, Tableau."
INT_5752,SparkNet,System Administrator,Hyderabad,12000,"Virtualization, Windows Server, Linux, Networking, Bash","Join SparkNet as a System Administrator. We need expertise in Virtualization, Windows Server."
INT_5753,Fusion Labs,DevOps Engineer,Noida,25000,"Jenkins, Docker, Kubernetes","Join Fusion Labs as a DevOps Engineer. We need expertise in Jenkins, Docker."
INT_5754,Meridian Soft,Data Scientist,Chennai,25000,"Pandas, Machine Learning, PyTorch, Scikit-learn, Deep Learning","Join Meridian Soft as a Data Scientist. We need expertise in Pandas, Machine Learning."
INT_5755,Vanguard Data,Mobile App Developer,Mumbai,Unpaid,"Flutter, React Native, Swift, Java","Join Vanguard Data as a Mobile App Developer. We need expertise in Flutter, React Native."
INT_5756,Bright Ideas,Full Stack Developer,Hyderabad,15000,"CSS, MongoDB, Express.js, Git, JavaScript","Join Bright Ideas as a Full Stack Developer. We need expertise in CSS, MongoDB."
INT_5757,BlueWave,Machine Learning Engineer,Pune,10000,"Deep Learning, Python, Docker","Join BlueWave as a Machine Learning Engineer. We need expertise in Deep Learning, Python."
INT_5758,Helios Data,Data Scientist,Delhi,10000,"Tableau, Python, Machine Learning, Scikit-learn, Data Science","Join Helios Data as a Data Scientist. We need expertise in Tableau, Python."
INT_5759,CloudNet,Frontend Developer,Noida,15000,"React, Tailwind CSS, TypeScript, CSS, Redux","Join CloudNet as a Frontend Developer. We need expertise in React, Tailwind CSS."
INT_5760,Zenith AI,Mobile App Developer,Chennai,8000,"iOS Development, React Native, Java, Kotlin, Android Studio","Join Zenith AI as a Mobile App Developer. We need expertise in iOS Development, React Native."
INT_5761,Polaris Solutions,Full Stack Developer,Indore,5000,"Express.js, CSS, MongoDB","Join Polaris Solutions as a Full Stack Developer. We need expertise in Express.js, CSS."
INT_5762,ByteWorks,System Administrator,Remote,Unpaid,"Azure, Bash, Virtualization, Networking, AWS","Join ByteWorks as a System Administrator. We need expertise in Azure, Bash."
INT_5763,Vertex Global,Frontend Developer,Noida,8000,"TypeScript, Vue.js, Angular, JavaScript","Join Vertex Global as a Frontend Developer. We need expertise in TypeScript, Vue.js."
INT_5764,CyberDyne,DevOps Engineer,Gurgaon,8000,"Docker, CI/CD, AWS","Join CyberDyne as a DevOps Engineer. We need expertise in Docker, CI/CD."
INT_5765,LogicGate,Software Engineer,Pune,Unpaid,"Data Structures, Python, Algorithms, Git","Join LogicGate as a Software Engineer. We need expertise in Data Structures, Python."
INT_5766,Starlight Systems,Software Engineer,Pune,25000,"Data Structures, SQL, System Design, Algorithms","Join Starlight Systems as a Software Engineer. We need expertise in Data Structures, SQL."
INT_5767,Global Connect,Machine Learning Engineer,Indore,Unpaid,"PyTorch, AWS, MLOps, Python","Join Global Connect as a Machine Learning Engineer. We need expertise in PyTorch, AWS."
INT_5768,InnovateX,Data Scientist,Chennai,8000,"PyTorch, Pandas, Python, NumPy","Join InnovateX as a Data Scientist. We need expertise in PyTorch, Pandas."
INT_5769,Nexus Solutions,UI/UX Designer,Noida,25000,"Prototyping, CSS, Sketch, User Research, HTML","Join Nexus Solutions as a UI/UX Designer. We need expertise in Prototyping, CSS."
INT_5770,ClearView Tech,Software Engineer,Indore,Unpaid,"Algorithms, SQL, Python, System Design","Join ClearView Tech as a Software Engineer. We need expertise in Algorithms, SQL."
INT_5771,Summit Digital,Backend Developer,Bangalore,Unpaid,"Spring Boot, MongoDB, Flask","Join Summit Digital as a Backend Developer. We need expertise in Spring Boot, MongoDB."
INT_5772,Cosmos AI,Machine Learning Engineer,Indore,15000,"AWS, TensorFlow, MLOps","Join Cosmos AI as a Machine Learning Engineer. We need expertise in AWS, TensorFlow."
INT_5773,NextLevel Tech,Product Manager,Delhi,5000,"JIRA, Communication, Data Analysis, Roadmapping, SQL","Join NextLevel Tech as a Product Manager. We need expertise in JIRA, Communication."
INT_5774,Helios Data,Mobile App Developer,Pune,20000,"Swift, Java, React Native, Kotlin","Join Helios Data as a Mobile App Developer. We need expertise in Swift, Java."
INT_5775,Echo Systems,Software Engineer,Gurgaon,12000,"Python, Java, Git, SQL","Join Echo Systems as a Software Engineer. We need expertise in Python, Java."
INT_5776,ClearView Tech,Mobile App Developer,Delhi,5000,"Android Studio, Java, Kotlin, iOS Development, Swift","Join ClearView Tech as a Mobile App Developer. We need expertise in Android Studio, Java."
INT_5777,Future Systems,Data Analyst,Noida,12000,"SQL, Python, R, Statistics, Power BI","Join Future Systems as a Data Analyst. We need expertise in SQL, Python."
INT_5778,Equinox Labs,Machine Learning Engineer,Bangalore,20000,"Python, AWS, Docker","Join Equinox Labs as a Machine Learning Engineer. We need expertise in Python, AWS."
INT_5779,Smart Solutions,Full Stack Developer,Chennai,5000,"Node.js, HTML, Git","Join Smart Solutions as a Full Stack Developer. We need expertise in Node.js, HTML."
INT_5780,AlphaTech,Data Scientist,Remote,15000,"Scikit-learn, Deep Learning, Tableau, Pandas, SQL","Join AlphaTech as a Data Scientist. We need expertise in Scikit-learn, Deep Learning."
INT_5781,Horizon Tech,Data Analyst,Chennai,20000,"Excel, R, Data Science, Python, Statistics","Join Horizon Tech as a Data Analyst. We need expertise in Excel, R."
INT_5782,DataMinds,Frontend Developer,Remote,15000,"JavaScript, Angular, Vue.js","Join DataMinds as a Frontend Developer. We need expertise in JavaScript, Angular."
INT_5783,TechSol,Product Manager,Noida,10000,"SQL, Product Management, JIRA, Agile, Data Analysis","Join TechSol as a Product Manager. We need expertise in SQL, Product Management."
INT_5784,Cosmos AI,Full Stack Developer,Delhi,12000,"HTML, SQL, JavaScript, React","Join Cosmos AI as a Full Stack Developer. We need expertise in HTML, SQL."
INT_5785,CoreSystems,Data Analyst,Mumbai,Unpaid,"Python, SQL, Excel","Join CoreSystems as a Data Analyst. We need expertise in Python, SQL."
INT_5786,DeepDive Data,QA Engineer,Gurgaon,Unpaid,"Manual Testing, SQL, Selenium, Automation Testing, JIRA","Join DeepDive Data as a QA Engineer. We need expertise in Manual Testing, SQL."
INT_5787,Bright Ideas,Software Engineer,Pune,12000,"Python, Java, SQL, Data Structures, System Design","Join Bright Ideas as a Software Engineer. We need expertise in Python, Java."
INT_5788,InnovateX,Frontend Developer,Indore,10000,"JavaScript, Angular, Tailwind CSS","Join InnovateX as a Frontend Developer. We need expertise in JavaScript, Angular."
INT_5789,Equinox Labs,Software Engineer,Noida,10000,"Algorithms, SQL, C++, Git","Join Equinox Labs as a Software Engineer. We need expertise in Algorithms, SQL."
INT_5790,Fusion Labs,Mobile App Developer,Mumbai,15000,"iOS Development, React Native, Android Studio","Join Fusion Labs as a Mobile App Developer. We need expertise in iOS Development, React Native."
INT_5791,Visionary Apps,System Administrator,Bangalore,20000,"Bash, Windows Server, AWS, Virtualization, Linux","Join Visionary Apps as a System Administrator. We need expertise in Bash, Windows Server."
INT_5792,Smart Solutions,DevOps Engineer,Mumbai,8000,"Jenkins, Kubernetes, Azure","Join Smart Solutions as a DevOps Engineer. We need expertise in Jenkins, Kubernetes."
INT_5793,SoftSystems,Machine Learning Engineer,Indore,5000,"Machine Learning, MLOps, Docker","Join SoftSystems as a Machine Learning Engineer. We need expertise in Machine Learning, MLOps."
INT_5794,Nebula Data,Full Stack Developer,Mumbai,15000,"HTML, JavaScript, Git, Node.js, CSS","Join Nebula Data as a Full Stack Developer. We need expertise in HTML, JavaScript."
INT_5795,Nexus Solutions,Software Engineer,Indore,20000,"Data Structures, C++, Algorithms, Python","Join Nexus Solutions as a Software Engineer. We need expertise in Data Structures, C++."
INT_5796,Aether Dynamics,UI/UX Designer,Delhi,10000,"HTML, Sketch, CSS, Figma","Join Aether Dynamics as a UI/UX Designer. We need expertise in HTML, Sketch."
INT_5797,DeepDive Data,DevOps Engineer,Gurgaon,Unpaid,"Bash Scripting, Kubernetes, Docker","Join DeepDive Data as a DevOps Engineer. We need expertise in Bash Scripting, Kubernetes."
INT_5798,Zenith AI,Product Manager,Chennai,20000,"Data Analysis, JIRA, SQL, Agile, Product Management","Join Zenith AI as a Product Manager. We need expertise in Data Analysis, JIRA."
INT_5799,Global Connect,Backend Developer,Indore,20000,"Express.js, PostgreSQL, Django, MongoDB, NoSQL","Join Global Connect as a Backend Developer. We need expertise in Express.js, PostgreSQL."
INT_5800,Apex Innovations,Data Analyst,Noida,25000,"Data Science, Excel, Statistics, Tableau","Join Apex Innovations as a Data Analyst. We need expertise in Data Science, Excel."
INT_5801,Quantum Bits,Data Scientist,Noida,5000,"Machine Learning, NumPy, Pandas","Join Quantum Bits as a Data Scientist. We need expertise in Machine Learning, NumPy."
INT_5802,BlueWave,Frontend Developer,Pune,25000,"React, TypeScript, Tailwind CSS, CSS, HTML","Join BlueWave as a Frontend Developer. We need expertise in React, TypeScript."
INT_5803,Future Systems,Frontend Developer,Bangalore,15000,"HTML, CSS, React, Redux","Join Future Systems as a Frontend Developer. We need expertise in HTML, CSS."
INT_5804,TerraFirm,DevOps Engineer,Gurgaon,15000,"AWS, Bash Scripting, Linux, Git, Jenkins","Join TerraFirm as a DevOps Engineer. We need expertise in AWS, Bash Scripting."
INT_5805,LogicGate,Frontend Developer,Chennai,10000,"Tailwind CSS, HTML, CSS, Redux","Join LogicGate as a Frontend Developer. We need expertise in Tailwind CSS, HTML."
INT_5806,RapidScale,Data Analyst,Indore,20000,"Python, Statistics, Tableau, SQL","Join RapidScale as a Data Analyst. We need expertise in Python, Statistics."
INT_5807,Nebula Data,Data Analyst,Hyderabad,25000,"SQL, Power BI, Excel","Join Nebula Data as a Data Analyst. We need expertise in SQL, Power BI."
INT_5808,ByteWorks,Machine Learning Engineer,Delhi,15000,"MLOps, Machine Learning, Deep Learning, AWS","Join ByteWorks as a Machine Learning Engineer. We need expertise in MLOps, Machine Learning."
INT_5809,CodeCraft,System Administrator,Noida,20000,"Networking, Windows Server, Azure, AWS","Join CodeCraft as a System Administrator. We need expertise in Networking, Windows Server."
INT_5810,Visionary Apps,System Administrator,Bangalore,15000,"AWS, Bash, Virtualization, Linux","Join Visionary Apps as a System Administrator. We need expertise in AWS, Bash."
INT_5811,FastTrack Soft,Data Scientist,Noida,10000,"SQL, Scikit-learn, NumPy, Pandas","Join FastTrack Soft as a Data Scientist. We need expertise in SQL, Scikit-learn."
INT_5812,Delta Force,Frontend Developer,Mumbai,10000,"CSS, React, Tailwind CSS, Redux, HTML","Join Delta Force as a Frontend Developer. We need expertise in CSS, React."
INT_5813,Echo Systems,Frontend Developer,Indore,8000,"Tailwind CSS, HTML, Redux","Join Echo Systems as a Frontend Developer. We need expertise in Tailwind CSS, HTML."
INT_5814,Vertex Global,Product Manager,Chennai,8000,"Roadmapping, SQL, JIRA","Join Vertex Global as a Product Manager. We need expertise in Roadmapping, SQL."
INT_5815,CoreSystems,Backend Developer,Chennai,12000,"Express.js, PostgreSQL, MongoDB, NoSQL, SQL","Join CoreSystems as a Backend Developer. We need expertise in Express.js, PostgreSQL."
INT_5816,Visionary Apps,Machine Learning Engineer,Remote,Unpaid,"Python, MLOps, Deep Learning","Join Visionary Apps as a Machine Learning Engineer. We need expertise in Python, MLOps."
